item_id,order_id,product_id,quantity,unit_price,unit_cost,line_subtotal,line_cost
ITEM-0009258,ORD-005234,102,1,49.99,18.0,49.99,18.0
ITEM-0009259,ORD-005235,405,1,18.0,4.0,18.0,4.0
ITEM-0009260,ORD-005235,107,1,59.99,22.0,59.99,22.0
ITEM-0009261,ORD-005235,502,2,22.99,5.5,45.98,11.0
ITEM-0009262,ORD-005236,205,1,54.0,16.0,54.0,16.0
ITEM-0009263,ORD-005236,303,1,24.99,7.5,24.99,7.5
ITEM-0009264,ORD-005236,304,1,39.99,14.0,39.99,14.0
ITEM-0009265,ORD-005236,404,1,64.99,21.0,64.99,21.0
ITEM-0009266,ORD-005237,501,2,42.0,13.0,84.0,26.0
ITEM-0009267,ORD-005237,505,1,75.0,24.0,75.0,24.0
ITEM-0009268,ORD-005237,104,1,349.99,175.0,349.99,175.0
ITEM-0009269,ORD-005238,505,1,75.0,24.0,75.0,24.0
ITEM-0009270,ORD-005238,404,1,64.99,21.0,64.99,21.0
ITEM-0009271,ORD-005239,505,1,75.0,24.0,75.0,24.0
ITEM-0009272,ORD-005240,402,1,34.0,8.5,34.0,8.5
ITEM-0009273,ORD-005240,405,1,18.0,4.0,18.0,4.0
ITEM-0009274,ORD-005241,303,2,24.99,7.5,49.98,15.0
ITEM-0009275,ORD-005242,302,1,45.0,15.0,45.0,15.0
ITEM-0009276,ORD-005242,505,2,75.0,24.0,150.0,48.0
ITEM-0009277,ORD-005243,402,2,34.0,8.5,68.0,17.0
ITEM-0009278,ORD-005243,501,1,42.0,13.0,42.0,13.0
ITEM-0009279,ORD-005244,502,2,22.99,5.5,45.98,11.0
ITEM-0009280,ORD-005245,307,1,29.99,8.0,29.99,8.0
ITEM-0009281,ORD-005245,402,1,34.0,8.5,34.0,8.5
ITEM-0009282,ORD-005245,106,1,179.99,70.0,179.99,70.0
ITEM-0009283,ORD-005245,405,1,18.0,4.0,18.0,4.0
ITEM-0009284,ORD-005246,505,2,75.0,24.0,150.0,48.0
ITEM-0009285,ORD-005246,307,1,29.99,8.0,29.99,8.0
ITEM-0009286,ORD-005247,102,2,49.99,18.0,99.98,36.0
ITEM-0009287,ORD-005247,403,1,22.0,5.2,22.0,5.2
ITEM-0009288,ORD-005247,206,1,45.0,11.0,45.0,11.0
ITEM-0009289,ORD-005248,405,2,18.0,4.0,36.0,8.0
ITEM-0009290,ORD-005249,405,1,18.0,4.0,18.0,4.0
ITEM-0009291,ORD-005249,401,1,26.0,6.0,26.0,6.0
ITEM-0009292,ORD-005250,304,1,39.99,14.0,39.99,14.0
ITEM-0009293,ORD-005250,501,1,42.0,13.0,42.0,13.0
ITEM-0009294,ORD-005250,201,1,28.0,8.5,28.0,8.5
ITEM-0009295,ORD-005251,101,1,199.99,85.0,199.99,85.0
ITEM-0009296,ORD-005252,307,1,29.99,8.0,29.99,8.0
ITEM-0009297,ORD-005252,503,1,48.0,15.0,48.0,15.0
ITEM-0009298,ORD-005253,302,1,45.0,15.0,45.0,15.0
ITEM-0009299,ORD-005254,305,1,59.99,20.0,59.99,20.0
ITEM-0009300,ORD-005254,405,1,18.0,4.0,18.0,4.0
ITEM-0009301,ORD-005254,306,1,32.5,10.0,32.5,10.0
ITEM-0009302,ORD-005255,302,1,45.0,15.0,45.0,15.0
ITEM-0009303,ORD-005255,204,1,24.0,6.0,24.0,6.0
ITEM-0009304,ORD-005256,201,1,28.0,8.5,28.0,8.5
ITEM-0009305,ORD-005257,104,1,349.99,175.0,349.99,175.0
ITEM-0009306,ORD-005258,101,1,199.99,85.0,199.99,85.0
ITEM-0009307,ORD-005259,505,1,75.0,24.0,75.0,24.0
ITEM-0009308,ORD-005259,403,1,22.0,5.2,22.0,5.2
ITEM-0009309,ORD-005260,401,2,26.0,6.0,52.0,12.0
ITEM-0009310,ORD-005261,108,1,29.99,9.5,29.99,9.5
ITEM-0009311,ORD-005261,206,1,45.0,11.0,45.0,11.0
ITEM-0009312,ORD-005262,306,2,32.5,10.0,65.0,20.0
ITEM-0009313,ORD-005262,204,2,24.0,6.0,48.0,12.0
ITEM-0009314,ORD-005262,505,1,75.0,24.0,75.0,24.0
ITEM-0009315,ORD-005263,306,1,32.5,10.0,32.5,10.0
ITEM-0009316,ORD-005263,504,2,16.99,4.2,33.98,8.4
ITEM-0009317,ORD-005264,103,1,89.99,36.0,89.99,36.0
ITEM-0009318,ORD-005264,305,1,59.99,20.0,59.99,20.0
ITEM-0009319,ORD-005265,206,1,45.0,11.0,45.0,11.0
ITEM-0009320,ORD-005265,202,1,68.0,22.0,68.0,22.0
ITEM-0009321,ORD-005266,405,1,18.0,4.0,18.0,4.0
ITEM-0009322,ORD-005267,206,1,45.0,11.0,45.0,11.0
ITEM-0009323,ORD-005268,204,1,24.0,6.0,24.0,6.0
ITEM-0009324,ORD-005269,403,1,22.0,5.2,22.0,5.2
ITEM-0009325,ORD-005269,101,1,199.99,85.0,199.99,85.0
ITEM-0009326,ORD-005270,502,1,22.99,5.5,22.99,5.5
ITEM-0009327,ORD-005271,203,2,120.0,42.0,240.0,84.0
ITEM-0009328,ORD-005272,405,1,18.0,4.0,18.0,4.0
ITEM-0009329,ORD-005273,403,1,22.0,5.2,22.0,5.2
ITEM-0009330,ORD-005274,204,1,24.0,6.0,24.0,6.0
ITEM-0009331,ORD-005274,405,1,18.0,4.0,18.0,4.0
ITEM-0009332,ORD-005274,106,1,179.99,70.0,179.99,70.0
ITEM-0009333,ORD-005275,201,1,28.0,8.5,28.0,8.5
ITEM-0009334,ORD-005275,107,1,59.99,22.0,59.99,22.0
ITEM-0009335,ORD-005275,102,3,49.99,18.0,149.97,54.0
ITEM-0009336,ORD-005275,104,1,349.99,175.0,349.99,175.0
ITEM-0009337,ORD-005276,504,1,16.99,4.2,16.99,4.2
ITEM-0009338,ORD-005276,108,1,29.99,9.5,29.99,9.5
ITEM-0009339,ORD-005276,107,1,59.99,22.0,59.99,22.0
ITEM-0009340,ORD-005277,203,1,120.0,42.0,120.0,42.0
ITEM-0009341,ORD-005277,105,1,39.99,12.0,39.99,12.0
ITEM-0009342,ORD-005278,101,1,199.99,85.0,199.99,85.0
ITEM-0009343,ORD-005278,108,1,29.99,9.5,29.99,9.5
ITEM-0009344,ORD-005279,202,3,68.0,22.0,204.0,66.0
ITEM-0009345,ORD-005279,302,1,45.0,15.0,45.0,15.0
ITEM-0009346,ORD-005280,504,1,16.99,4.2,16.99,4.2
ITEM-0009347,ORD-005280,403,2,22.0,5.2,44.0,10.4
ITEM-0009348,ORD-005280,202,1,68.0,22.0,68.0,22.0
ITEM-0009349,ORD-005280,501,1,42.0,13.0,42.0,13.0
ITEM-0009350,ORD-005281,102,2,49.99,18.0,99.98,36.0
ITEM-0009351,ORD-005282,106,3,179.99,70.0,539.97,210.0
ITEM-0009352,ORD-005283,102,1,49.99,18.0,49.99,18.0
ITEM-0009353,ORD-005283,108,2,29.99,9.5,59.98,19.0
ITEM-0009354,ORD-005284,205,1,54.0,16.0,54.0,16.0
ITEM-0009355,ORD-005284,108,1,29.99,9.5,29.99,9.5
ITEM-0009356,ORD-005285,102,1,49.99,18.0,49.99,18.0
ITEM-0009357,ORD-005285,106,1,179.99,70.0,179.99,70.0
ITEM-0009358,ORD-005286,206,2,45.0,11.0,90.0,22.0
ITEM-0009359,ORD-005286,301,1,289.0,130.0,289.0,130.0
ITEM-0009360,ORD-005286,106,2,179.99,70.0,359.98,140.0
ITEM-0009361,ORD-005286,304,1,39.99,14.0,39.99,14.0
ITEM-0009362,ORD-005287,206,1,45.0,11.0,45.0,11.0
ITEM-0009363,ORD-005287,405,1,18.0,4.0,18.0,4.0
ITEM-0009364,ORD-005288,204,1,24.0,6.0,24.0,6.0
ITEM-0009365,ORD-005288,405,1,18.0,4.0,18.0,4.0
ITEM-0009366,ORD-005289,505,2,75.0,24.0,150.0,48.0
ITEM-0009367,ORD-005290,203,1,120.0,42.0,120.0,42.0
ITEM-0009368,ORD-005290,202,1,68.0,22.0,68.0,22.0
ITEM-0009369,ORD-005290,107,2,59.99,22.0,119.98,44.0
ITEM-0009370,ORD-005291,304,1,39.99,14.0,39.99,14.0
ITEM-0009371,ORD-005291,203,1,120.0,42.0,120.0,42.0
ITEM-0009372,ORD-005292,202,1,68.0,22.0,68.0,22.0
ITEM-0009373,ORD-005293,106,3,179.99,70.0,539.97,210.0
ITEM-0009374,ORD-005293,503,1,48.0,15.0,48.0,15.0
ITEM-0009375,ORD-005293,102,1,49.99,18.0,49.99,18.0
ITEM-0009376,ORD-005294,108,1,29.99,9.5,29.99,9.5
ITEM-0009377,ORD-005294,405,2,18.0,4.0,36.0,8.0
ITEM-0009378,ORD-005295,105,1,39.99,12.0,39.99,12.0
ITEM-0009379,ORD-005296,403,1,22.0,5.2,22.0,5.2
ITEM-0009380,ORD-005297,203,1,120.0,42.0,120.0,42.0
ITEM-0009381,ORD-005297,107,1,59.99,22.0,59.99,22.0
ITEM-0009382,ORD-005298,304,1,39.99,14.0,39.99,14.0
ITEM-0009383,ORD-005299,307,1,29.99,8.0,29.99,8.0
ITEM-0009384,ORD-005300,403,1,22.0,5.2,22.0,5.2
ITEM-0009385,ORD-005300,401,1,26.0,6.0,26.0,6.0
ITEM-0009386,ORD-005301,304,1,39.99,14.0,39.99,14.0
ITEM-0009387,ORD-005302,304,1,39.99,14.0,39.99,14.0
ITEM-0009388,ORD-005303,206,1,45.0,11.0,45.0,11.0
ITEM-0009389,ORD-005303,307,2,29.99,8.0,59.98,16.0
ITEM-0009390,ORD-005303,103,3,89.99,36.0,269.97,108.0
ITEM-0009391,ORD-005304,304,1,39.99,14.0,39.99,14.0
ITEM-0009392,ORD-005304,205,1,54.0,16.0,54.0,16.0
ITEM-0009393,ORD-005304,103,1,89.99,36.0,89.99,36.0
ITEM-0009394,ORD-005305,303,1,24.99,7.5,24.99,7.5
ITEM-0009395,ORD-005305,202,1,68.0,22.0,68.0,22.0
ITEM-0009396,ORD-005305,106,1,179.99,70.0,179.99,70.0
ITEM-0009397,ORD-005305,305,1,59.99,20.0,59.99,20.0
ITEM-0009398,ORD-005306,505,1,75.0,24.0,75.0,24.0
ITEM-0009399,ORD-005307,306,2,32.5,10.0,65.0,20.0
ITEM-0009400,ORD-005307,101,1,199.99,85.0,199.99,85.0
ITEM-0009401,ORD-005307,503,1,48.0,15.0,48.0,15.0
ITEM-0009402,ORD-005308,301,1,289.0,130.0,289.0,130.0
ITEM-0009403,ORD-005309,105,2,39.99,12.0,79.98,24.0
ITEM-0009404,ORD-005309,307,1,29.99,8.0,29.99,8.0
ITEM-0009405,ORD-005310,501,1,42.0,13.0,42.0,13.0
ITEM-0009406,ORD-005311,302,1,45.0,15.0,45.0,15.0
ITEM-0009407,ORD-005311,301,1,289.0,130.0,289.0,130.0
ITEM-0009408,ORD-005312,107,2,59.99,22.0,119.98,44.0
ITEM-0009409,ORD-005312,201,1,28.0,8.5,28.0,8.5
ITEM-0009410,ORD-005312,503,1,48.0,15.0,48.0,15.0
ITEM-0009411,ORD-005313,206,2,45.0,11.0,90.0,22.0
ITEM-0009412,ORD-005314,102,1,49.99,18.0,49.99,18.0
ITEM-0009413,ORD-005315,102,1,49.99,18.0,49.99,18.0
ITEM-0009414,ORD-005315,405,2,18.0,4.0,36.0,8.0
ITEM-0009415,ORD-005316,301,1,289.0,130.0,289.0,130.0
ITEM-0009416,ORD-005317,304,1,39.99,14.0,39.99,14.0
ITEM-0009417,ORD-005317,306,1,32.5,10.0,32.5,10.0
ITEM-0009418,ORD-005317,101,1,199.99,85.0,199.99,85.0
ITEM-0009419,ORD-005318,401,3,26.0,6.0,78.0,18.0
ITEM-0009420,ORD-005319,107,1,59.99,22.0,59.99,22.0
ITEM-0009421,ORD-005320,107,1,59.99,22.0,59.99,22.0
ITEM-0009422,ORD-005320,505,1,75.0,24.0,75.0,24.0
ITEM-0009423,ORD-005321,501,1,42.0,13.0,42.0,13.0
ITEM-0009424,ORD-005321,502,1,22.99,5.5,22.99,5.5
ITEM-0009425,ORD-005322,202,1,68.0,22.0,68.0,22.0
ITEM-0009426,ORD-005323,505,1,75.0,24.0,75.0,24.0
ITEM-0009427,ORD-005324,302,1,45.0,15.0,45.0,15.0
ITEM-0009428,ORD-005324,103,1,89.99,36.0,89.99,36.0
ITEM-0009429,ORD-005325,501,1,42.0,13.0,42.0,13.0
ITEM-0009430,ORD-005325,502,2,22.99,5.5,45.98,11.0
ITEM-0009431,ORD-005326,307,2,29.99,8.0,59.98,16.0
ITEM-0009432,ORD-005327,502,2,22.99,5.5,45.98,11.0
ITEM-0009433,ORD-005328,303,1,24.99,7.5,24.99,7.5
ITEM-0009434,ORD-005329,301,1,289.0,130.0,289.0,130.0
ITEM-0009435,ORD-005329,302,1,45.0,15.0,45.0,15.0
ITEM-0009436,ORD-005330,104,1,349.99,175.0,349.99,175.0
ITEM-0009437,ORD-005330,102,1,49.99,18.0,49.99,18.0
ITEM-0009438,ORD-005330,503,1,48.0,15.0,48.0,15.0
ITEM-0009439,ORD-005330,501,1,42.0,13.0,42.0,13.0
ITEM-0009440,ORD-005331,501,1,42.0,13.0,42.0,13.0
ITEM-0009441,ORD-005331,502,1,22.99,5.5,22.99,5.5
ITEM-0009442,ORD-005331,307,1,29.99,8.0,29.99,8.0
ITEM-0009443,ORD-005332,304,1,39.99,14.0,39.99,14.0
ITEM-0009444,ORD-005332,103,1,89.99,36.0,89.99,36.0
ITEM-0009445,ORD-005333,102,2,49.99,18.0,99.98,36.0
ITEM-0009446,ORD-005333,103,3,89.99,36.0,269.97,108.0
ITEM-0009447,ORD-005333,206,1,45.0,11.0,45.0,11.0
ITEM-0009448,ORD-005334,503,1,48.0,15.0,48.0,15.0
ITEM-0009449,ORD-005334,304,2,39.99,14.0,79.98,28.0
ITEM-0009450,ORD-005334,307,3,29.99,8.0,89.97,24.0
ITEM-0009451,ORD-005334,404,1,64.99,21.0,64.99,21.0
ITEM-0009452,ORD-005335,401,1,26.0,6.0,26.0,6.0
ITEM-0009453,ORD-005335,402,1,34.0,8.5,34.0,8.5
ITEM-0009454,ORD-005336,106,1,179.99,70.0,179.99,70.0
ITEM-0009455,ORD-005336,303,3,24.99,7.5,74.97,22.5
ITEM-0009456,ORD-005336,304,1,39.99,14.0,39.99,14.0
ITEM-0009457,ORD-005337,402,1,34.0,8.5,34.0,8.5
ITEM-0009458,ORD-005337,504,1,16.99,4.2,16.99,4.2
ITEM-0009459,ORD-005338,206,2,45.0,11.0,90.0,22.0
ITEM-0009460,ORD-005338,305,1,59.99,20.0,59.99,20.0
ITEM-0009461,ORD-005338,101,1,199.99,85.0,199.99,85.0
ITEM-0009462,ORD-005339,402,1,34.0,8.5,34.0,8.5
ITEM-0009463,ORD-005340,202,1,68.0,22.0,68.0,22.0
ITEM-0009464,ORD-005340,108,1,29.99,9.5,29.99,9.5
ITEM-0009465,ORD-005340,504,1,16.99,4.2,16.99,4.2
ITEM-0009466,ORD-005341,401,1,26.0,6.0,26.0,6.0
ITEM-0009467,ORD-005341,402,1,34.0,8.5,34.0,8.5
ITEM-0009468,ORD-005342,405,1,18.0,4.0,18.0,4.0
ITEM-0009469,ORD-005343,501,1,42.0,13.0,42.0,13.0
ITEM-0009470,ORD-005344,306,1,32.5,10.0,32.5,10.0
ITEM-0009471,ORD-005344,303,2,24.99,7.5,49.98,15.0
ITEM-0009472,ORD-005345,203,1,120.0,42.0,120.0,42.0
ITEM-0009473,ORD-005345,303,1,24.99,7.5,24.99,7.5
ITEM-0009474,ORD-005346,202,1,68.0,22.0,68.0,22.0
ITEM-0009475,ORD-005346,104,1,349.99,175.0,349.99,175.0
ITEM-0009476,ORD-005346,402,1,34.0,8.5,34.0,8.5
ITEM-0009477,ORD-005346,103,3,89.99,36.0,269.97,108.0
ITEM-0009478,ORD-005347,404,1,64.99,21.0,64.99,21.0
ITEM-0009479,ORD-005348,302,1,45.0,15.0,45.0,15.0
ITEM-0009480,ORD-005349,206,1,45.0,11.0,45.0,11.0
ITEM-0009481,ORD-005349,402,1,34.0,8.5,34.0,8.5
ITEM-0009482,ORD-005349,306,1,32.5,10.0,32.5,10.0
ITEM-0009483,ORD-005350,201,1,28.0,8.5,28.0,8.5
ITEM-0009484,ORD-005350,307,1,29.99,8.0,29.99,8.0
ITEM-0009485,ORD-005351,404,1,64.99,21.0,64.99,21.0
ITEM-0009486,ORD-005351,303,1,24.99,7.5,24.99,7.5
ITEM-0009487,ORD-005352,101,2,199.99,85.0,399.98,170.0
ITEM-0009488,ORD-005353,103,1,89.99,36.0,89.99,36.0
ITEM-0009489,ORD-005353,505,1,75.0,24.0,75.0,24.0
ITEM-0009490,ORD-005353,501,1,42.0,13.0,42.0,13.0
ITEM-0009491,ORD-005354,504,1,16.99,4.2,16.99,4.2
ITEM-0009492,ORD-005355,104,1,349.99,175.0,349.99,175.0
ITEM-0009493,ORD-005356,501,3,42.0,13.0,126.0,39.0
ITEM-0009494,ORD-005356,502,1,22.99,5.5,22.99,5.5
ITEM-0009495,ORD-005357,201,1,28.0,8.5,28.0,8.5
ITEM-0009496,ORD-005357,503,1,48.0,15.0,48.0,15.0
ITEM-0009497,ORD-005357,405,1,18.0,4.0,18.0,4.0
ITEM-0009498,ORD-005357,101,1,199.99,85.0,199.99,85.0
ITEM-0009499,ORD-005358,103,1,89.99,36.0,89.99,36.0
ITEM-0009500,ORD-005359,401,1,26.0,6.0,26.0,6.0
ITEM-0009501,ORD-005360,102,1,49.99,18.0,49.99,18.0
ITEM-0009502,ORD-005360,301,1,289.0,130.0,289.0,130.0
ITEM-0009503,ORD-005361,101,1,199.99,85.0,199.99,85.0
ITEM-0009504,ORD-005362,101,1,199.99,85.0,199.99,85.0
ITEM-0009505,ORD-005362,108,1,29.99,9.5,29.99,9.5
ITEM-0009506,ORD-005362,107,1,59.99,22.0,59.99,22.0
ITEM-0009507,ORD-005363,205,1,54.0,16.0,54.0,16.0
ITEM-0009508,ORD-005364,401,1,26.0,6.0,26.0,6.0
ITEM-0009509,ORD-005365,301,1,289.0,130.0,289.0,130.0
ITEM-0009510,ORD-005365,303,1,24.99,7.5,24.99,7.5
ITEM-0009511,ORD-005365,307,1,29.99,8.0,29.99,8.0
ITEM-0009512,ORD-005365,103,1,89.99,36.0,89.99,36.0
ITEM-0009513,ORD-005366,107,1,59.99,22.0,59.99,22.0
ITEM-0009514,ORD-005366,405,1,18.0,4.0,18.0,4.0
ITEM-0009515,ORD-005367,401,1,26.0,6.0,26.0,6.0
ITEM-0009516,ORD-005368,103,1,89.99,36.0,89.99,36.0
ITEM-0009517,ORD-005369,405,1,18.0,4.0,18.0,4.0
ITEM-0009518,ORD-005370,104,1,349.99,175.0,349.99,175.0
ITEM-0009519,ORD-005370,102,1,49.99,18.0,49.99,18.0
ITEM-0009520,ORD-005371,204,1,24.0,6.0,24.0,6.0
ITEM-0009521,ORD-005371,405,1,18.0,4.0,18.0,4.0
ITEM-0009522,ORD-005372,108,1,29.99,9.5,29.99,9.5
ITEM-0009523,ORD-005372,305,1,59.99,20.0,59.99,20.0
ITEM-0009524,ORD-005372,205,1,54.0,16.0,54.0,16.0
ITEM-0009525,ORD-005373,205,1,54.0,16.0,54.0,16.0
ITEM-0009526,ORD-005373,201,1,28.0,8.5,28.0,8.5
ITEM-0009527,ORD-005373,104,1,349.99,175.0,349.99,175.0
ITEM-0009528,ORD-005373,301,1,289.0,130.0,289.0,130.0
ITEM-0009529,ORD-005374,202,1,68.0,22.0,68.0,22.0
ITEM-0009530,ORD-005374,107,1,59.99,22.0,59.99,22.0
ITEM-0009531,ORD-005374,505,1,75.0,24.0,75.0,24.0
ITEM-0009532,ORD-005374,306,1,32.5,10.0,32.5,10.0
ITEM-0009533,ORD-005375,305,1,59.99,20.0,59.99,20.0
ITEM-0009534,ORD-005376,202,1,68.0,22.0,68.0,22.0
ITEM-0009535,ORD-005376,405,1,18.0,4.0,18.0,4.0
ITEM-0009536,ORD-005377,401,1,26.0,6.0,26.0,6.0
ITEM-0009537,ORD-005377,201,1,28.0,8.5,28.0,8.5
ITEM-0009538,ORD-005378,301,1,289.0,130.0,289.0,130.0
ITEM-0009539,ORD-005379,404,1,64.99,21.0,64.99,21.0
ITEM-0009540,ORD-005379,303,1,24.99,7.5,24.99,7.5
ITEM-0009541,ORD-005380,307,1,29.99,8.0,29.99,8.0
ITEM-0009542,ORD-005380,104,3,349.99,175.0,1049.97,525.0
ITEM-0009543,ORD-005381,301,1,289.0,130.0,289.0,130.0
ITEM-0009544,ORD-005381,302,1,45.0,15.0,45.0,15.0
ITEM-0009545,ORD-005382,202,1,68.0,22.0,68.0,22.0
ITEM-0009546,ORD-005383,401,1,26.0,6.0,26.0,6.0
ITEM-0009547,ORD-005384,401,1,26.0,6.0,26.0,6.0
ITEM-0009548,ORD-005384,403,1,22.0,5.2,22.0,5.2
ITEM-0009549,ORD-005385,202,2,68.0,22.0,136.0,44.0
ITEM-0009550,ORD-005386,403,1,22.0,5.2,22.0,5.2
ITEM-0009551,ORD-005387,502,1,22.99,5.5,22.99,5.5
ITEM-0009552,ORD-005387,203,1,120.0,42.0,120.0,42.0
ITEM-0009553,ORD-005388,104,1,349.99,175.0,349.99,175.0
ITEM-0009554,ORD-005389,301,2,289.0,130.0,578.0,260.0
ITEM-0009555,ORD-005389,302,1,45.0,15.0,45.0,15.0
ITEM-0009556,ORD-005389,303,1,24.99,7.5,24.99,7.5
ITEM-0009557,ORD-005390,305,1,59.99,20.0,59.99,20.0
ITEM-0009558,ORD-005391,101,1,199.99,85.0,199.99,85.0
ITEM-0009559,ORD-005391,108,1,29.99,9.5,29.99,9.5
ITEM-0009560,ORD-005392,203,1,120.0,42.0,120.0,42.0
ITEM-0009561,ORD-005392,202,1,68.0,22.0,68.0,22.0
ITEM-0009562,ORD-005393,401,2,26.0,6.0,52.0,12.0
ITEM-0009563,ORD-005393,402,2,34.0,8.5,68.0,17.0
ITEM-0009564,ORD-005393,403,1,22.0,5.2,22.0,5.2
ITEM-0009565,ORD-005394,103,3,89.99,36.0,269.97,108.0
ITEM-0009566,ORD-005394,107,1,59.99,22.0,59.99,22.0
ITEM-0009567,ORD-005395,303,1,24.99,7.5,24.99,7.5
ITEM-0009568,ORD-005396,303,1,24.99,7.5,24.99,7.5
ITEM-0009569,ORD-005397,104,1,349.99,175.0,349.99,175.0
ITEM-0009570,ORD-005397,102,1,49.99,18.0,49.99,18.0
ITEM-0009571,ORD-005397,103,1,89.99,36.0,89.99,36.0
ITEM-0009572,ORD-005398,505,1,75.0,24.0,75.0,24.0
ITEM-0009573,ORD-005398,404,2,64.99,21.0,129.98,42.0
ITEM-0009574,ORD-005399,502,1,22.99,5.5,22.99,5.5
ITEM-0009575,ORD-005399,504,1,16.99,4.2,16.99,4.2
ITEM-0009576,ORD-005399,306,1,32.5,10.0,32.5,10.0
ITEM-0009577,ORD-005400,105,1,39.99,12.0,39.99,12.0
ITEM-0009578,ORD-005401,501,1,42.0,13.0,42.0,13.0
ITEM-0009579,ORD-005401,502,1,22.99,5.5,22.99,5.5
ITEM-0009580,ORD-005401,102,2,49.99,18.0,99.98,36.0
ITEM-0009581,ORD-005401,505,1,75.0,24.0,75.0,24.0
ITEM-0009582,ORD-005402,103,1,89.99,36.0,89.99,36.0
ITEM-0009583,ORD-005403,102,2,49.99,18.0,99.98,36.0
ITEM-0009584,ORD-005404,108,1,29.99,9.5,29.99,9.5
ITEM-0009585,ORD-005404,203,1,120.0,42.0,120.0,42.0
ITEM-0009586,ORD-005405,108,1,29.99,9.5,29.99,9.5
ITEM-0009587,ORD-005405,106,1,179.99,70.0,179.99,70.0
ITEM-0009588,ORD-005405,502,1,22.99,5.5,22.99,5.5
ITEM-0009589,ORD-005405,402,2,34.0,8.5,68.0,17.0
ITEM-0009590,ORD-005406,204,1,24.0,6.0,24.0,6.0
ITEM-0009591,ORD-005406,104,1,349.99,175.0,349.99,175.0
ITEM-0009592,ORD-005406,106,1,179.99,70.0,179.99,70.0
ITEM-0009593,ORD-005407,404,2,64.99,21.0,129.98,42.0
ITEM-0009594,ORD-005408,404,1,64.99,21.0,64.99,21.0
ITEM-0009595,ORD-005409,404,1,64.99,21.0,64.99,21.0
ITEM-0009596,ORD-005409,505,1,75.0,24.0,75.0,24.0
ITEM-0009597,ORD-005410,204,1,24.0,6.0,24.0,6.0
ITEM-0009598,ORD-005411,206,1,45.0,11.0,45.0,11.0
ITEM-0009599,ORD-005412,103,1,89.99,36.0,89.99,36.0
ITEM-0009600,ORD-005413,502,1,22.99,5.5,22.99,5.5
ITEM-0009601,ORD-005413,303,1,24.99,7.5,24.99,7.5
ITEM-0009602,ORD-005414,205,1,54.0,16.0,54.0,16.0
ITEM-0009603,ORD-005415,501,3,42.0,13.0,126.0,39.0
ITEM-0009604,ORD-005415,502,1,22.99,5.5,22.99,5.5
ITEM-0009605,ORD-005416,106,1,179.99,70.0,179.99,70.0
ITEM-0009606,ORD-005417,504,3,16.99,4.2,50.97,12.6
ITEM-0009607,ORD-005417,101,1,199.99,85.0,199.99,85.0
ITEM-0009608,ORD-005417,302,1,45.0,15.0,45.0,15.0
ITEM-0009609,ORD-005418,108,1,29.99,9.5,29.99,9.5
ITEM-0009610,ORD-005418,303,2,24.99,7.5,49.98,15.0
ITEM-0009611,ORD-005418,504,1,16.99,4.2,16.99,4.2
ITEM-0009612,ORD-005418,401,1,26.0,6.0,26.0,6.0
ITEM-0009613,ORD-005419,205,2,54.0,16.0,108.0,32.0
ITEM-0009614,ORD-005420,503,1,48.0,15.0,48.0,15.0
ITEM-0009615,ORD-005420,405,1,18.0,4.0,18.0,4.0
ITEM-0009616,ORD-005421,405,1,18.0,4.0,18.0,4.0
ITEM-0009617,ORD-005422,203,2,120.0,42.0,240.0,84.0
ITEM-0009618,ORD-005423,108,1,29.99,9.5,29.99,9.5
ITEM-0009619,ORD-005424,307,2,29.99,8.0,59.98,16.0
ITEM-0009620,ORD-005424,504,1,16.99,4.2,16.99,4.2
ITEM-0009621,ORD-005425,307,1,29.99,8.0,29.99,8.0
ITEM-0009622,ORD-005426,106,1,179.99,70.0,179.99,70.0
ITEM-0009623,ORD-005427,107,1,59.99,22.0,59.99,22.0
ITEM-0009624,ORD-005428,205,1,54.0,16.0,54.0,16.0
ITEM-0009625,ORD-005429,205,1,54.0,16.0,54.0,16.0
ITEM-0009626,ORD-005429,201,1,28.0,8.5,28.0,8.5
ITEM-0009627,ORD-005430,301,1,289.0,130.0,289.0,130.0
ITEM-0009628,ORD-005431,203,1,120.0,42.0,120.0,42.0
ITEM-0009629,ORD-005431,206,1,45.0,11.0,45.0,11.0
ITEM-0009630,ORD-005432,104,1,349.99,175.0,349.99,175.0
ITEM-0009631,ORD-005432,102,1,49.99,18.0,49.99,18.0
ITEM-0009632,ORD-005433,307,1,29.99,8.0,29.99,8.0
ITEM-0009633,ORD-005433,403,1,22.0,5.2,22.0,5.2
ITEM-0009634,ORD-005434,401,1,26.0,6.0,26.0,6.0
ITEM-0009635,ORD-005434,403,1,22.0,5.2,22.0,5.2
ITEM-0009636,ORD-005435,201,2,28.0,8.5,56.0,17.0
ITEM-0009637,ORD-005436,203,1,120.0,42.0,120.0,42.0
ITEM-0009638,ORD-005436,501,1,42.0,13.0,42.0,13.0
ITEM-0009639,ORD-005437,107,1,59.99,22.0,59.99,22.0
ITEM-0009640,ORD-005438,502,1,22.99,5.5,22.99,5.5
ITEM-0009641,ORD-005439,104,1,349.99,175.0,349.99,175.0
ITEM-0009642,ORD-005440,201,1,28.0,8.5,28.0,8.5
ITEM-0009643,ORD-005441,501,1,42.0,13.0,42.0,13.0
ITEM-0009644,ORD-005441,502,1,22.99,5.5,22.99,5.5
