order_id,customer_id,order_date,order_date_only,order_status,payment_method,subtotal,discount_amount,shipping_fee,total_amount,total_cost,gross_profit,order_sequence
ORD-005563,CUST-02456,2024-05-31 00:00:00,2024-05-31,Completed,PayPal,214.96999999999997,10.75,4.99,209.21,77.0,127.22,2
ORD-005564,CUST-02457,2025-11-27 00:00:00,2025-11-27,Completed,Debit Card,123.0,0.0,0.0,123.0,33.0,90.0,1
ORD-005565,CUST-02458,2024-11-26 00:00:00,2024-11-26,Completed,Credit Card,199.98000000000002,10.0,7.99,197.97,69.5,120.48,1
ORD-005566,CUST-02458,2025-01-22 00:00:00,2025-01-22,Completed,Buy Now Pay Later,409.97,0.0,4.99,414.96,158.0,251.97,2
ORD-005567,CUST-02459,2025-08-07 00:00:00,2025-08-07,Completed,Credit Card,64.99,0.0,7.99,72.98,21.0,43.99,1
ORD-005568,CUST-02460,2025-10-02 00:00:00,2025-10-02,Completed,Buy Now Pay Later,89.99,4.5,0.0,85.49,36.0,49.49,1
ORD-005569,CUST-02461,2024-09-02 00:00:00,2024-09-02,Completed,Credit Card,39.99,2.0,4.99,42.98,14.0,23.99,1
ORD-005570,CUST-02461,2024-10-20 00:00:00,2024-10-20,Completed,Credit Card,119.98,0.0,0.0,119.98,40.0,79.98,2
ORD-005571,CUST-02461,2024-11-22 00:00:00,2024-11-22,Completed,Debit Card,358.99,71.8,0.0,287.19,152.5,134.69,3
ORD-005572,CUST-02461,2025-01-16 00:00:00,2025-01-16,Returned,PayPal,74.99,0.0,4.99,79.98,19.0,55.99,4
ORD-005573,CUST-02461,2025-06-14 00:00:00,2025-06-14,Completed,PayPal,79.98,0.0,0.0,79.98,24.0,55.98,5
ORD-005574,CUST-02462,2024-09-09 00:00:00,2024-09-09,Completed,Credit Card,135.0,0.0,0.0,135.0,33.0,102.0,1
ORD-005575,CUST-02462,2024-10-24 00:00:00,2024-10-24,Completed,Credit Card,75.0,0.0,0.0,75.0,24.0,51.0,2
ORD-005576,CUST-02462,2025-01-07 00:00:00,2025-01-07,Completed,Credit Card,64.99,0.0,7.99,72.98,21.0,43.99,3
ORD-005577,CUST-02462,2025-01-26 00:00:00,2025-01-26,Completed,Credit Card,18.0,0.0,4.99,22.99,4.0,14.0,4
ORD-005578,CUST-02462,2025-03-02 00:00:00,2025-03-02,Completed,Credit Card,77.99000000000001,0.0,0.0,77.99,24.0,53.99,5
ORD-005579,CUST-02462,2025-04-07 00:00:00,2025-04-07,Completed,Credit Card,89.97,9.0,0.0,80.97,24.0,56.97,6
ORD-005580,CUST-02462,2025-05-14 00:00:00,2025-05-14,Completed,Debit Card,83.99,0.0,0.0,83.99,25.5,58.49,7
ORD-005581,CUST-02463,2024-03-09 00:00:00,2024-03-09,Completed,Credit Card,399.98,0.0,0.0,399.98,193.0,206.98,1
ORD-005582,CUST-02464,2025-09-28 00:00:00,2025-09-28,Completed,PayPal,224.99,22.5,0.0,202.49,81.0,121.49,1
ORD-005583,CUST-02465,2024-01-19 00:00:00,2024-01-19,Completed,PayPal,96.0,0.0,9.99,105.99,30.5,65.5,1
ORD-005584,CUST-02466,2024-11-10 00:00:00,2024-11-10,Completed,PayPal,286.99,57.4,0.0,229.59,97.0,132.59,1
ORD-005585,CUST-02466,2024-12-11 00:00:00,2024-12-11,Completed,Credit Card,168.0,8.4,0.0,159.6,57.0,102.6,2
ORD-005586,CUST-02466,2025-01-18 00:00:00,2025-01-18,Completed,Debit Card,123.97,0.0,9.99,133.96,44.4,79.57,3
ORD-005587,CUST-02466,2025-02-22 00:00:00,2025-02-22,Completed,PayPal,75.0,0.0,0.0,75.0,24.0,51.0,4
ORD-005588,CUST-02466,2025-03-26 00:00:00,2025-03-26,Completed,Credit Card,28.0,0.0,0.0,28.0,8.5,19.5,5
ORD-005589,CUST-02466,2025-05-25 00:00:00,2025-05-25,Completed,Credit Card,56.0,5.6,0.0,50.4,17.0,33.4,6
ORD-005590,CUST-02466,2025-06-23 00:00:00,2025-06-23,Completed,Buy Now Pay Later,22.99,1.15,4.99,26.83,5.5,16.34,7
ORD-005591,CUST-02466,2025-09-06 00:00:00,2025-09-06,Completed,Credit Card,75.0,0.0,0.0,75.0,24.0,51.0,8
ORD-005592,CUST-02466,2025-10-13 00:00:00,2025-10-13,Completed,Credit Card,844.95,0.0,9.99,854.94,374.0,470.95,9
ORD-005593,CUST-02467,2025-01-07 00:00:00,2025-01-07,Completed,Credit Card,32.5,0.0,0.0,32.5,10.0,22.5,1
ORD-005594,CUST-02467,2025-03-04 00:00:00,2025-03-04,Completed,Credit Card,22.99,1.15,0.0,21.84,5.5,16.34,2
ORD-005595,CUST-02467,2025-03-27 00:00:00,2025-03-27,Completed,PayPal,94.99000000000001,14.25,7.99,88.73,33.0,47.74,3
ORD-005596,CUST-02467,2025-04-21 00:00:00,2025-04-21,Completed,Credit Card,152.98,30.6,0.0,122.38,49.5,72.88,4
ORD-005597,CUST-02467,2025-09-01 00:00:00,2025-09-01,Completed,Buy Now Pay Later,209.97,21.0,0.0,188.97,76.0,112.97,5
ORD-005598,CUST-02467,2025-10-24 00:00:00,2025-10-24,Completed,Credit Card,42.0,8.4,4.99,38.59,13.0,20.6,6
ORD-005599,CUST-02467,2025-12-08 00:00:00,2025-12-08,Completed,Credit Card,629.96,63.0,4.99,571.95,264.5,302.46,7
ORD-005600,CUST-02468,2024-07-03 00:00:00,2024-07-03,Completed,Credit Card,87.99000000000001,0.0,7.99,95.98,28.5,59.49,1
ORD-005601,CUST-02468,2024-07-29 00:00:00,2024-07-29,Completed,PayPal,607.97,0.0,0.0,607.97,271.5,336.47,2
ORD-005602,CUST-02468,2024-09-11 00:00:00,2024-09-11,Completed,Credit Card,34.0,0.0,0.0,34.0,8.5,25.5,3
ORD-005603,CUST-02469,2024-08-15 00:00:00,2024-08-15,Completed,PayPal,24.0,0.0,0.0,24.0,6.0,18.0,1
ORD-005604,CUST-02469,2024-10-25 00:00:00,2024-10-25,Completed,Credit Card,48.0,0.0,7.99,55.99,15.0,33.0,2
ORD-005605,CUST-02469,2024-12-08 00:00:00,2024-12-08,Completed,Credit Card,67.99,13.6,4.99,59.38,16.5,37.89,3
ORD-005606,CUST-02470,2025-06-19 00:00:00,2025-06-19,Completed,Credit Card,48.0,7.2,4.99,45.79,15.0,25.8,1
ORD-005607,CUST-02470,2025-07-21 00:00:00,2025-07-21,Completed,Buy Now Pay Later,32.5,0.0,9.99,42.49,10.0,22.5,2
ORD-005608,CUST-02470,2025-09-01 00:00:00,2025-09-01,Completed,PayPal,240.0,0.0,0.0,240.0,84.0,156.0,3
ORD-005609,CUST-02471,2025-02-23 00:00:00,2025-02-23,Completed,Credit Card,75.0,15.0,9.99,69.99,24.0,36.0,1
ORD-005610,CUST-02471,2025-03-30 00:00:00,2025-03-30,Completed,PayPal,66.0,0.0,0.0,66.0,15.6,50.4,2
ORD-005611,CUST-02472,2024-04-02 00:00:00,2024-04-02,Completed,Credit Card,120.0,18.0,0.0,102.0,42.0,60.0,1
ORD-005612,CUST-02473,2024-07-01 00:00:00,2024-07-01,Completed,Credit Card,81.99000000000001,0.0,0.0,81.99,25.2,56.79,1
ORD-005613,CUST-02474,2024-03-23 00:00:00,2024-03-23,Completed,Buy Now Pay Later,64.99,0.0,4.99,69.98,21.0,43.99,1
ORD-005614,CUST-02475,2025-05-29 00:00:00,2025-05-29,Completed,Credit Card,39.99,0.0,0.0,39.99,14.0,25.99,1
ORD-005615,CUST-02476,2025-04-21 00:00:00,2025-04-21,Completed,Debit Card,347.48,0.0,0.0,347.48,126.0,221.48,1
ORD-005616,CUST-02476,2025-06-11 00:00:00,2025-06-11,Completed,PayPal,32.5,0.0,4.99,37.49,10.0,22.5,2
ORD-005617,CUST-02477,2025-01-20 00:00:00,2025-01-20,Completed,Credit Card,80.5,0.0,0.0,80.5,22.0,58.5,1
ORD-005618,CUST-02477,2025-04-06 00:00:00,2025-04-06,Completed,PayPal,699.97,35.0,0.0,664.97,299.2,365.77,2
ORD-005619,CUST-02477,2025-04-19 00:00:00,2025-04-19,Completed,Credit Card,18.0,0.0,4.99,22.99,4.0,14.0,3
ORD-005620,CUST-02477,2025-05-05 00:00:00,2025-05-05,Completed,Credit Card,89.99,18.0,0.0,71.99,36.0,35.99,4
ORD-005621,CUST-02478,2024-07-28 00:00:00,2024-07-28,Completed,Credit Card,46.989999999999995,0.0,0.0,46.99,12.7,34.29,1
ORD-005622,CUST-02479,2024-05-28 00:00:00,2024-05-28,Completed,Buy Now Pay Later,99.98,20.0,7.99,87.97,36.0,43.98,1
ORD-005623,CUST-02480,2024-07-02 00:00:00,2024-07-02,Completed,PayPal,120.0,0.0,9.99,129.99,42.0,78.0,1
ORD-005624,CUST-02481,2025-06-01 00:00:00,2025-06-01,Completed,PayPal,119.96999999999998,23.99,0.0,95.98,33.4,62.58,1
ORD-005625,CUST-02481,2025-07-01 00:00:00,2025-07-01,Completed,PayPal,26.0,2.6,0.0,23.4,6.0,17.4,2
ORD-005626,CUST-02481,2025-08-18 00:00:00,2025-08-18,Completed,Credit Card,24.0,4.8,7.99,27.19,6.0,13.2,3
ORD-005627,CUST-02482,2024-02-02 00:00:00,2024-02-02,Completed,Credit Card,64.99,3.25,4.99,66.73,21.0,40.74,1
ORD-005628,CUST-02483,2024-03-09 00:00:00,2024-03-09,Completed,Credit Card,155.99,0.0,9.99,165.98,49.0,106.99,1
ORD-005629,CUST-02483,2024-04-03 00:00:00,2024-04-03,Completed,Credit Card,109.98,0.0,0.0,109.98,38.0,71.98,2
ORD-005630,CUST-02483,2024-05-14 00:00:00,2024-05-14,Completed,Buy Now Pay Later,129.0,0.0,0.0,129.0,36.0,93.0,3
ORD-005631,CUST-02484,2025-05-11 00:00:00,2025-05-11,Cancelled,Credit Card,39.99,0.0,0.0,39.99,14.0,25.99,1
ORD-005632,CUST-02485,2025-11-09 00:00:00,2025-11-09,Completed,PayPal,111.0,16.65,0.0,94.35,32.0,62.35,1
ORD-005633,CUST-02485,2025-12-22 00:00:00,2025-12-22,Completed,PayPal,359.96000000000004,18.0,0.0,341.96,141.0,200.96,2
ORD-005634,CUST-02486,2024-12-10 00:00:00,2024-12-10,Completed,Buy Now Pay Later,140.0,0.0,0.0,140.0,42.0,98.0,1
ORD-005635,CUST-02486,2025-02-28 00:00:00,2025-02-28,Completed,Credit Card,45.0,0.0,0.0,45.0,11.0,34.0,2
ORD-005636,CUST-02487,2024-07-29 00:00:00,2024-07-29,Cancelled,Debit Card,75.0,7.5,0.0,67.5,24.0,43.5,1
ORD-005637,CUST-02488,2025-05-12 00:00:00,2025-05-12,Completed,PayPal,39.99,0.0,4.99,44.98,14.0,25.99,1
ORD-005638,CUST-02488,2025-06-03 00:00:00,2025-06-03,Completed,PayPal,49.99,0.0,0.0,49.99,18.0,31.99,2
ORD-005639,CUST-02488,2025-07-02 00:00:00,2025-07-02,Completed,PayPal,22.0,1.1,0.0,20.9,5.2,15.7,3
ORD-005640,CUST-02488,2025-08-18 00:00:00,2025-08-18,Completed,Credit Card,16.99,3.4,9.99,23.58,4.2,9.39,4
ORD-005641,CUST-02488,2025-09-14 00:00:00,2025-09-14,Completed,Debit Card,184.0,27.6,0.0,156.4,56.5,99.9,5
ORD-005642,CUST-02489,2024-06-30 00:00:00,2024-06-30,Completed,PayPal,685.99,0.0,9.99,695.98,291.0,394.99,1
ORD-005643,CUST-02489,2024-10-23 00:00:00,2024-10-23,Completed,PayPal,68.0,0.0,4.99,72.99,22.0,46.0,2
ORD-005644,CUST-02489,2024-11-10 00:00:00,2024-11-10,Completed,Credit Card,176.97,0.0,0.0,176.97,57.5,119.47,3
ORD-005645,CUST-02490,2024-11-04 00:00:00,2024-11-04,Completed,Debit Card,76.98,0.0,0.0,76.98,26.2,50.78,1
ORD-005646,CUST-02490,2024-12-13 00:00:00,2024-12-13,Completed,Debit Card,684.96,68.5,0.0,616.46,277.0,339.46,2
ORD-005647,CUST-02491,2025-09-04 00:00:00,2025-09-04,Completed,Buy Now Pay Later,376.99,0.0,7.99,384.98,130.2,246.79,1
ORD-005648,CUST-02492,2024-01-26 00:00:00,2024-01-26,Completed,Credit Card,16.99,0.0,0.0,16.99,4.2,12.79,1
ORD-005649,CUST-02492,2024-02-13 00:00:00,2024-02-13,Completed,Buy Now Pay Later,69.99,7.0,0.0,62.99,18.5,44.49,2
ORD-005650,CUST-02492,2024-03-04 00:00:00,2024-03-04,Completed,Debit Card,39.99,0.0,0.0,39.99,12.0,27.99,3
ORD-005651,CUST-02492,2024-04-04 00:00:00,2024-04-04,Completed,Credit Card,179.99,27.0,0.0,152.99,70.0,82.99,4
ORD-005652,CUST-02492,2024-05-04 00:00:00,2024-05-04,Completed,Buy Now Pay Later,89.98,0.0,0.0,89.98,29.5,60.48,5
ORD-005653,CUST-02492,2024-08-03 00:00:00,2024-08-03,Completed,Credit Card,74.99,7.5,9.99,77.48,19.0,48.49,6
ORD-005654,CUST-02492,2024-08-27 00:00:00,2024-08-27,Completed,Credit Card,102.0,0.0,9.99,111.99,31.0,71.0,7
ORD-005655,CUST-02492,2024-11-26 00:00:00,2024-11-26,Completed,Buy Now Pay Later,93.99000000000001,4.7,7.99,97.28,30.0,59.29,8
ORD-005656,CUST-02492,2024-12-18 00:00:00,2024-12-18,Completed,Credit Card,136.97,27.39,0.0,109.58,38.5,71.08,9
ORD-005657,CUST-02492,2025-01-18 00:00:00,2025-01-18,Completed,Credit Card,59.99,0.0,0.0,59.99,20.0,39.99,10
ORD-005658,CUST-02492,2025-04-13 00:00:00,2025-04-13,Completed,Buy Now Pay Later,68.0,0.0,0.0,68.0,22.0,46.0,11
ORD-005659,CUST-02492,2025-05-19 00:00:00,2025-05-19,Completed,PayPal,45.0,0.0,4.99,49.99,11.0,34.0,12
ORD-005660,CUST-02492,2025-06-14 00:00:00,2025-06-14,Completed,Buy Now Pay Later,134.97,0.0,7.99,142.96,44.2,90.77,13
ORD-005661,CUST-02492,2025-07-07 00:00:00,2025-07-07,Completed,Credit Card,94.97999999999999,9.5,0.0,85.48,30.0,55.48,14
ORD-005662,CUST-02492,2025-08-27 00:00:00,2025-08-27,Completed,Credit Card,82.0,16.4,0.0,65.6,23.5,42.1,15
ORD-005663,CUST-02493,2024-04-16 00:00:00,2024-04-16,Completed,Buy Now Pay Later,140.49,14.05,4.99,131.43,44.0,82.44,1
ORD-005664,CUST-02494,2024-08-31 00:00:00,2024-08-31,Completed,Credit Card,364.0,36.4,0.0,327.6,154.0,173.6,1
ORD-005665,CUST-02495,2025-02-04 00:00:00,2025-02-04,Completed,PayPal,170.99,0.0,4.99,175.98,54.7,116.29,1
ORD-005666,CUST-02495,2025-03-13 00:00:00,2025-03-13,Completed,Buy Now Pay Later,175.97,17.6,0.0,158.37,56.0,102.37,2
ORD-005667,CUST-02496,2025-10-30 00:00:00,2025-10-30,Completed,Credit Card,152.97,0.0,0.0,152.97,47.5,105.47,1
ORD-005668,CUST-02497,2024-11-07 00:00:00,2024-11-07,Completed,Credit Card,323.0,32.3,0.0,290.7,138.5,152.2,1
ORD-005669,CUST-02497,2024-12-30 00:00:00,2024-12-30,Cancelled,Credit Card,273.98,13.7,0.0,260.28,104.5,155.78,2
ORD-005670,CUST-02497,2025-04-04 00:00:00,2025-04-04,Completed,Buy Now Pay Later,22.0,3.3,0.0,18.7,5.2,13.5,3
ORD-005671,CUST-02497,2025-04-28 00:00:00,2025-04-28,Completed,PayPal,64.98,0.0,0.0,64.98,21.5,43.48,4
ORD-005672,CUST-02498,2025-06-09 00:00:00,2025-06-09,Completed,Buy Now Pay Later,42.0,0.0,0.0,42.0,13.0,29.0,1
ORD-005673,CUST-02499,2024-10-17 00:00:00,2024-10-17,Completed,Buy Now Pay Later,289.99,43.5,0.0,246.49,103.0,143.49,1
ORD-005674,CUST-02500,2024-11-13 00:00:00,2024-11-13,Completed,Credit Card,99.0,0.0,7.99,106.99,27.0,72.0,1
ORD-005675,CUST-02500,2024-12-21 00:00:00,2024-12-21,Completed,Buy Now Pay Later,60.0,6.0,0.0,54.0,14.5,39.5,2
ORD-005676,CUST-02500,2025-01-30 00:00:00,2025-01-30,Completed,Credit Card,195.98000000000002,0.0,0.0,195.98,67.0,128.98,3
ORD-005677,CUST-02501,2024-08-15 00:00:00,2024-08-15,Completed,PayPal,45.0,2.25,0.0,42.75,15.0,27.75,1
ORD-005678,CUST-02502,2024-06-21 00:00:00,2024-06-21,Completed,Buy Now Pay Later,59.99,0.0,0.0,59.99,22.0,37.99,1
ORD-005679,CUST-02502,2024-07-05 00:00:00,2024-07-05,Completed,Buy Now Pay Later,29.99,0.0,0.0,29.99,9.5,20.49,2
ORD-005680,CUST-02502,2024-08-05 00:00:00,2024-08-05,Returned,Credit Card,16.99,3.4,7.99,21.58,4.2,9.39,3
ORD-005681,CUST-02502,2024-11-09 00:00:00,2024-11-09,Completed,Credit Card,153.0,15.3,9.99,147.69,40.0,97.7,4
ORD-005682,CUST-02502,2025-01-06 00:00:00,2025-01-06,Completed,Credit Card,334.0,66.8,0.0,267.2,145.0,122.2,5
ORD-005683,CUST-02503,2024-11-30 00:00:00,2024-11-30,Completed,Buy Now Pay Later,306.97,15.35,4.99,296.61,102.2,189.42,1
ORD-005684,CUST-02503,2025-03-16 00:00:00,2025-03-16,Completed,Credit Card,28.0,4.2,4.99,28.79,8.5,15.3,2
ORD-005685,CUST-02503,2025-05-05 00:00:00,2025-05-05,Completed,Credit Card,179.99,0.0,9.99,189.98,70.0,109.99,3
ORD-005686,CUST-02503,2025-07-13 00:00:00,2025-07-13,Completed,Credit Card,68.0,6.8,0.0,61.2,22.0,39.2,4
ORD-005687,CUST-02503,2025-07-30 00:00:00,2025-07-30,Completed,Credit Card,1363.96,0.0,0.0,1363.96,662.5,701.46,5
ORD-005688,CUST-02503,2025-08-26 00:00:00,2025-08-26,Completed,PayPal,22.99,4.6,0.0,18.39,5.5,12.89,6
ORD-005689,CUST-02503,2025-10-18 00:00:00,2025-10-18,Completed,PayPal,48.0,0.0,0.0,48.0,12.0,36.0,7
ORD-005690,CUST-02503,2025-12-13 00:00:00,2025-12-13,Completed,PayPal,78.0,11.7,0.0,66.3,20.5,45.8,8
ORD-005691,CUST-02503,2025-12-26 00:00:00,2025-12-26,Completed,Credit Card,154.99,0.0,0.0,154.99,56.0,98.99,9
ORD-005692,CUST-02504,2024-02-06 00:00:00,2024-02-06,Completed,Credit Card,24.99,0.0,0.0,24.99,7.5,17.49,1
ORD-005693,CUST-02505,2025-05-15 00:00:00,2025-05-15,Completed,PayPal,740.99,111.15,0.0,629.84,284.2,345.64,1
ORD-005694,CUST-02505,2025-06-05 00:00:00,2025-06-05,Completed,Debit Card,39.99,0.0,4.99,44.98,12.0,27.99,2
ORD-005695,CUST-02505,2025-07-07 00:00:00,2025-07-07,Completed,Credit Card,289.0,0.0,7.99,296.99,130.0,159.0,3
ORD-005696,CUST-02505,2025-08-02 00:00:00,2025-08-02,Completed,Credit Card,64.99,3.25,7.99,69.73,21.0,40.74,4
ORD-005697,CUST-02505,2025-08-19 00:00:00,2025-08-19,Completed,Credit Card,59.99,12.0,0.0,47.99,22.0,25.99,5
ORD-005698,CUST-02505,2025-11-05 00:00:00,2025-11-05,Completed,Credit Card,102.0,5.1,9.99,106.89,28.0,68.9,6
ORD-005699,CUST-02505,2025-11-29 00:00:00,2025-11-29,Completed,Credit Card,150.98,30.2,0.0,120.78,43.5,77.28,7
ORD-005700,CUST-02506,2025-02-26 00:00:00,2025-02-26,Completed,Credit Card,83.99,0.0,0.0,83.99,25.5,58.49,1
ORD-005701,CUST-02507,2025-10-28 00:00:00,2025-10-28,Completed,Buy Now Pay Later,107.99000000000001,0.0,0.0,107.99,37.0,70.99,1
ORD-005702,CUST-02508,2024-08-15 00:00:00,2024-08-15,Completed,Buy Now Pay Later,176.95,0.0,0.0,176.95,50.6,126.35,1
ORD-005703,CUST-02509,2025-01-21 00:00:00,2025-01-21,Completed,Credit Card,96.0,0.0,9.99,105.99,30.0,66.0,1
ORD-005704,CUST-02510,2025-01-24 00:00:00,2025-01-24,Completed,Credit Card,334.0,66.8,4.99,272.19,145.0,122.2,1
ORD-005705,CUST-02511,2024-09-22 00:00:00,2024-09-22,Returned,Credit Card,66.47999999999999,9.97,9.99,66.5,18.4,38.11,1
ORD-005706,CUST-02512,2024-10-08 00:00:00,2024-10-08,Completed,Buy Now Pay Later,45.98,0.0,0.0,45.98,11.0,34.98,1
ORD-005707,CUST-02512,2024-12-21 00:00:00,2024-12-21,Completed,Buy Now Pay Later,61.99,9.3,0.0,52.69,19.2,33.49,2
ORD-005708,CUST-02512,2025-02-12 00:00:00,2025-02-12,Completed,Credit Card,48.0,0.0,0.0,48.0,15.0,33.0,3
ORD-005709,CUST-02513,2024-09-23 00:00:00,2024-09-23,Completed,Debit Card,63.99,0.0,0.0,63.99,20.0,43.99,1
ORD-005710,CUST-02514,2025-05-23 00:00:00,2025-05-23,Completed,Credit Card,26.0,3.9,0.0,22.1,6.0,16.1,1
ORD-005711,CUST-02514,2025-07-13 00:00:00,2025-07-13,Completed,Credit Card,89.99,0.0,0.0,89.99,36.0,53.99,2
ORD-005712,CUST-02514,2025-08-29 00:00:00,2025-08-29,Completed,Buy Now Pay Later,439.98,0.0,7.99,447.97,211.0,228.98,3
ORD-005713,CUST-02514,2025-09-15 00:00:00,2025-09-15,Completed,PayPal,29.99,0.0,9.99,39.98,8.0,21.99,4
ORD-005714,CUST-02514,2025-11-11 00:00:00,2025-11-11,Completed,PayPal,99.98,15.0,0.0,84.98,36.0,48.98,5
ORD-005715,CUST-02514,2025-12-30 00:00:00,2025-12-30,Completed,PayPal,93.99000000000001,0.0,9.99,103.98,28.5,65.49,6
ORD-005716,CUST-02515,2024-09-14 00:00:00,2024-09-14,Completed,Buy Now Pay Later,389.98,0.0,0.0,389.98,187.0,202.98,1
ORD-005717,CUST-02515,2024-10-24 00:00:00,2024-10-24,Returned,PayPal,99.98,0.0,0.0,99.98,32.0,67.98,2
ORD-005718,CUST-02515,2024-12-14 00:00:00,2024-12-14,Cancelled,PayPal,379.0,56.85,7.99,330.14,160.0,162.15,3
ORD-005719,CUST-02515,2025-01-27 00:00:00,2025-01-27,Completed,Credit Card,32.5,0.0,9.99,42.49,10.0,22.5,4
ORD-005720,CUST-02515,2025-04-03 00:00:00,2025-04-03,Cancelled,PayPal,54.0,10.8,4.99,48.19,16.0,27.2,5
ORD-005721,CUST-02515,2025-04-14 00:00:00,2025-04-14,Completed,Buy Now Pay Later,72.0,7.2,7.99,72.79,21.0,43.8,6
ORD-005722,CUST-02515,2025-05-28 00:00:00,2025-05-28,Completed,PayPal,289.0,0.0,4.99,293.99,130.0,159.0,7
ORD-005723,CUST-02516,2025-01-14 00:00:00,2025-01-14,Completed,Credit Card,86.0,4.3,0.0,81.7,20.5,61.2,1
ORD-005724,CUST-02516,2025-02-13 00:00:00,2025-02-13,Completed,Credit Card,59.99,0.0,0.0,59.99,20.0,39.99,2
ORD-005725,CUST-02516,2025-03-20 00:00:00,2025-03-20,Completed,Credit Card,59.99,6.0,0.0,53.99,22.0,31.99,3
ORD-005726,CUST-02517,2024-11-15 00:00:00,2024-11-15,Completed,Buy Now Pay Later,127.99000000000001,25.6,0.0,102.39,44.0,58.39,1
ORD-005727,CUST-02517,2024-12-14 00:00:00,2024-12-14,Completed,Credit Card,272.98,27.3,0.0,245.68,107.5,138.18,2
ORD-005728,CUST-02517,2025-01-28 00:00:00,2025-01-28,Completed,Credit Card,75.0,7.5,4.99,72.49,24.0,43.5,3
ORD-005729,CUST-02518,2025-06-28 00:00:00,2025-06-28,Completed,Credit Card,178.98000000000002,26.85,0.0,152.13,58.5,93.63,1
ORD-005730,CUST-02519,2025-02-24 00:00:00,2025-02-24,Completed,Credit Card,29.99,1.5,0.0,28.49,8.0,20.49,1
ORD-005731,CUST-02519,2025-03-31 00:00:00,2025-03-31,Completed,Credit Card,45.0,4.5,0.0,40.5,11.0,29.5,2
ORD-005732,CUST-02519,2025-04-22 00:00:00,2025-04-22,Completed,Debit Card,699.98,35.0,0.0,664.98,350.0,314.98,3
ORD-005733,CUST-02519,2025-09-18 00:00:00,2025-09-18,Completed,Credit Card,28.0,5.6,0.0,22.4,8.5,13.9,4
ORD-005734,CUST-02519,2025-10-20 00:00:00,2025-10-20,Completed,Credit Card,99.98,0.0,4.99,104.97,36.0,63.98,5
ORD-005735,CUST-02519,2025-11-21 00:00:00,2025-11-21,Completed,Credit Card,140.98,28.2,0.0,112.78,48.7,64.08,6
ORD-005736,CUST-02520,2025-02-05 00:00:00,2025-02-05,Completed,Buy Now Pay Later,452.98,0.0,9.99,462.97,168.0,284.98,1
ORD-005737,CUST-02521,2024-06-11 00:00:00,2024-06-11,Completed,PayPal,24.0,0.0,7.99,31.99,6.0,18.0,1
ORD-005738,CUST-02521,2024-06-26 00:00:00,2024-06-26,Completed,Credit Card,104.99000000000001,0.0,7.99,112.98,37.0,67.99,2
ORD-005739,CUST-02521,2024-07-26 00:00:00,2024-07-26,Completed,Credit Card,68.0,0.0,0.0,68.0,22.0,46.0,3
ORD-005740,CUST-02521,2024-08-16 00:00:00,2024-08-16,Completed,Credit Card,70.99,14.2,4.99,61.78,20.2,36.59,4
ORD-005741,CUST-02521,2024-09-17 00:00:00,2024-09-17,Returned,PayPal,64.99,0.0,0.0,64.99,18.5,46.49,5
ORD-005742,CUST-02521,2024-10-05 00:00:00,2024-10-05,Completed,Credit Card,16.99,0.0,0.0,16.99,4.2,12.79,6
ORD-005743,CUST-02521,2024-11-12 00:00:00,2024-11-12,Completed,Credit Card,429.97,85.99,0.0,343.98,179.5,164.48,7
ORD-005744,CUST-02522,2025-07-18 00:00:00,2025-07-18,Completed,Buy Now Pay Later,612.0,30.6,0.0,581.4,268.5,312.9,1
ORD-005745,CUST-02522,2025-08-10 00:00:00,2025-08-10,Completed,Credit Card,69.98,0.0,4.99,74.97,20.0,49.98,2
ORD-005746,CUST-02522,2025-08-29 00:00:00,2025-08-29,Completed,Credit Card,26.0,0.0,9.99,35.99,6.0,20.0,3
ORD-005747,CUST-02522,2025-09-25 00:00:00,2025-09-25,Completed,Credit Card,72.0,0.0,0.0,72.0,18.0,54.0,4
ORD-005748,CUST-02522,2025-11-10 00:00:00,2025-11-10,Completed,Debit Card,723.98,72.4,0.0,651.58,356.0,295.58,5
ORD-005749,CUST-02523,2024-05-28 00:00:00,2024-05-28,Completed,Buy Now Pay Later,120.0,18.0,7.99,109.99,42.0,60.0,1
ORD-005750,CUST-02523,2024-07-03 00:00:00,2024-07-03,Completed,PayPal,18.0,1.8,9.99,26.19,4.0,12.2,2
ORD-005751,CUST-02523,2024-08-13 00:00:00,2024-08-13,Completed,PayPal,143.99,0.0,9.99,153.98,52.0,91.99,3
ORD-005752,CUST-02523,2024-10-03 00:00:00,2024-10-03,Completed,PayPal,59.99,0.0,4.99,64.98,22.0,37.99,4
ORD-005753,CUST-02523,2024-11-13 00:00:00,2024-11-13,Completed,Credit Card,357.97,17.9,0.0,340.07,141.5,198.57,5
ORD-005754,CUST-02523,2025-01-25 00:00:00,2025-01-25,Completed,PayPal,120.0,0.0,0.0,120.0,42.0,78.0,6
ORD-005755,CUST-02523,2025-02-08 00:00:00,2025-02-08,Completed,PayPal,45.0,9.0,4.99,40.99,15.0,21.0,7
ORD-005756,CUST-02523,2025-03-28 00:00:00,2025-03-28,Completed,Credit Card,59.98,9.0,0.0,50.98,16.0,34.98,8
ORD-005757,CUST-02523,2025-06-27 00:00:00,2025-06-27,Completed,Debit Card,54.0,0.0,7.99,61.99,16.0,38.0,9
